rma,CUSTOMER_NAME,customer,location,model_d,sn,install_date,warranty_date,receive_date,inspection_date,start_time,end_time,repair_size,issue_part,ks,wr_report,change_stt,Approval,repair_status,e_score,w_score,update_time,return_date
FMSV2022030034,Hoang Long Clinic,FMSV00046,,EG-600WR,1G391K985,2016-02-24 00:00:00,2017-02-24 00:00:00,2022-03-18 19:26:48,2022-03-29 17:56:53,,,Nặng,Other,,,Completed,Cancel,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-07-06 10:41:23.302000,2022-07-05 16:58:51
FMSV2022040054,Viet Duc Hospital,FMSV00066,,EG-760R,1G402K687,2017-12-11 00:00:00,2018-12-11 00:00:00,2022-04-21 12:54:16,2022-04-26 12:24:49,,,Nặng,Other,,,Completed,Cancel,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-07-06 10:42:04.719000,2022-07-05 18:46:41
FMSV2022060056,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,2G391K085,2016-05-18 00:00:00,2017-05-18 00:00:00,2022-06-23 17:22:35,2022-06-26 23:35:50,2022-06-28 08:21:36,2022-06-30 09:55:29,Nặng,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2022-07-15 11:22:52.403000,2022-07-14 10:42:30
FMSV2022060072,Hanoi Medical University Hospital,FMSV00079,,EC-600WI,1C692K733,2017-05-15 00:00:00,2018-05-10 00:00:00,2022-06-22 10:31:55,2022-06-22 10:33:36,2022-06-22 08:34:49,2022-06-24 16:49:06,Nặng,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2022-07-15 11:23:03.969000,2022-07-14 10:45:20
FMSV2022070008,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,7G391K104,2019-12-26 00:00:00,2020-12-26 00:00:00,2022-07-05 09:59:35,2022-07-05 10:01:26,2022-07-05 08:01:33,2022-07-11 11:50:44,,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2022-07-15 11:27:02.400000,2022-07-14 11:03:47
FMSV2022070040,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,7G391K086,2019-12-26 00:00:00,2020-12-26 00:00:00,2022-07-18 12:11:30,2022-07-18 12:13:41,2022-07-18 10:19:57,2022-07-25 09:47:28,Nặng,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2022-07-26 17:57:47.280000,2022-07-26 10:19:49
FMSV2022070027,Hanoi Medical University Hospital,FMSV00079,,EC-600WI,1C692K468,2016-05-18 00:00:00,,2022-07-15 17:29:54,2022-07-15 17:30:04,2022-07-15 15:30:33,2022-07-18 16:50:37,Nặng,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2022-08-01 18:28:38.525000,2022-07-28 17:52:02
FMSV2022070037,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,5G391K027,2019-01-01 00:00:00,2020-01-01 00:00:00,2022-07-14 22:19:56,2022-07-14 22:20:01,2022-07-14 20:20:39,2022-07-18 16:00:34,Nặng,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2022-08-01 18:29:01.502000,2022-07-28 17:54:37
FMSV2022070047,Hanoi Medical University Hospital,FMSV00079,,EC-600WI,1C692K593,2017-01-18 00:00:00,2018-01-18 00:00:00,2022-07-20 17:36:26,2022-07-20 17:36:40,2022-07-20 15:37:29,2022-07-25 07:54:20,Nặng,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2022-08-01 18:29:25.345000,2022-07-28 17:55:33
FMSV2022070046,Hanoi Medical University Hospital,FMSV00079,,EC-600WI,5C692K029,2019-12-26 00:00:00,2020-12-26 00:00:00,2022-07-28 10:19:23,2022-07-28 10:19:34,2022-07-28 08:21:38,2022-08-01 08:43:56,Nặng,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2022-08-10 14:17:15.410000,2022-08-08 10:26:36
FMSV2022080014,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EG-740N,2g399k001,2018-11-28 00:00:00,2019-11-28 00:00:00,2022-08-05 11:21:09,2022-08-16 15:17:07,2022-08-17 16:54:40,2022-08-22 11:17:54,Nặng,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2022-08-30 15:23:33.127000,2022-08-30 10:50:36
FMSV2022050043,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EG-590ZW,4G349A078,2013-11-29 00:00:00,2014-11-29 00:00:00,2022-05-19 10:26:55,2022-05-20 11:37:08,,,Nặng,Other,,,Completed,Cancel,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-09-12 12:10:59.633000,2022-09-09 17:40:21
FMSV2022050048,Thu Duc District Hospital,FMSV00042,,EB-530T,3B084A193,2013-05-14 00:00:00,2014-05-14 00:00:00,2022-05-23 10:37:19,2022-05-24 18:46:10,,,Nặng,Other,,,Completed,Cancel,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-09-12 12:11:19.997000,2022-09-09 17:42:35
FMSV2022060037,Binh Dinh Hospital,FMSV00087,,EG-530NW,1G366K072,2015-09-30 00:00:00,2016-09-29 00:00:00,2022-06-09 18:34:44,2022-06-09 18:41:08,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-09-12 12:12:51.660000,2022-09-09 16:05:40
FMSV2022050009,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,2G391K021,2016-05-18 00:00:00,,2022-05-05 11:39:33,2022-05-05 16:09:19,,,Nặng,Other,,,Completed,Cancel,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-09-22 11:08:42.991000,2022-09-21 18:57:50
FMSV2022050010,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,7G391K096,2019-12-26 00:00:00,2020-12-26 00:00:00,2022-05-05 11:40:09,2022-05-06 19:12:29,,,Nặng,Other,,,Completed,Cancel,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-09-22 11:08:51.650000,2022-09-21 18:58:10
FMSV2022060025,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,7G391K092,2019-12-26 00:00:00,2020-12-26 00:00:00,2022-06-07 15:08:02,2022-06-13 19:20:57,,,Nặng,Other,,,Completed,Cancel,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-09-22 11:09:47.246000,2022-09-21 19:00:30
FMSV2022060028,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,7G391K105,2019-12-26 00:00:00,2020-12-26 00:00:00,2022-06-07 15:14:25,2022-06-13 13:22:32,,,Nặng,Other,,,Completed,Cancel,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-09-22 11:09:56.360000,2022-09-21 19:00:46
FMSV2022060029,Hanoi Medical University Hospital,FMSV00079,,EC-600WI,3C692K098,2019-01-01 00:00:00,2020-01-01 00:00:00,2022-06-07 15:15:57,2022-06-13 16:19:33,,,Nặng,Other,,,Completed,Cancel,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-09-22 11:10:07.406000,2022-09-21 19:01:01
FMSV2022060030,Hanoi Medical University Hospital,FMSV00079,,EC-600WI,3C692K100,2019-01-01 00:00:00,2020-01-01 00:00:00,2022-06-07 15:17:24,2022-06-16 18:12:46,,,Nặng,Other,,,Completed,Cancel,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-09-22 11:10:25.274000,2022-09-21 19:01:21
FMSV2022060033,Hanoi Medical University Hospital,FMSV00079,,EC-600WI,3C692K104,2019-01-01 00:00:00,2020-01-01 00:00:00,2022-06-08 13:46:22,2022-06-13 17:07:52,,,Nặng,Other,,,Completed,Cancel,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-09-22 11:10:34.867000,2022-09-21 19:01:40
FMSV2022090025,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EG-600WR,1G391K928,2015-12-26 00:00:00,2016-12-26 00:00:00,2022-09-15 11:33:48,2022-09-15 11:35:26,2022-09-15 09:35:54,2022-09-15 16:01:56,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2022-09-22 11:11:51.033000,2022-09-21 19:03:55
FMSV2022060038,Hanoi Medical University Hospital,FMSV00079,,XL-4450,3S094K526,2017-05-15 00:00:00,2018-05-15 00:00:00,2022-06-13 13:34:37,2022-06-13 15:32:59,,,Khác,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-10-03 17:48:36.599000,2022-09-30 10:56:27
FMSV2022060039,Hanoi Medical University Hospital,FMSV00079,,XL-4450,3S094K015,2017-01-18 00:00:00,2018-01-18 00:00:00,2022-06-13 13:35:16,2022-06-13 16:03:54,,,Khác,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-10-03 17:48:44.917000,2022-09-30 10:57:19
FMSV2022060053,Bac Giang Hospital,FMSV00062,,EG-530WR,2G361K553,2016-11-28 00:00:00,2017-11-28 00:00:00,2022-06-17 13:47:21,2022-06-21 19:59:57,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-10-03 17:48:52.836000,2022-09-30 10:55:04
FMSV2022060054,Bac Giang Hospital,FMSV00062,,EG-530WR,1G361K776,2015-12-08 00:00:00,2016-12-07 00:00:00,2022-06-17 13:50:34,2022-06-20 18:24:01,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-10-03 17:49:02.593000,2022-09-30 10:53:42
FMSV2022080072,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EB-530T,6B084A229,2014-02-19 00:00:00,2015-02-19 00:00:00,2022-08-31 17:11:39,2022-08-31 17:16:29,,,Nặng,Other,,,Completed,Cancel,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-10-03 17:51:09.155000,2022-09-30 17:42:12
FMSV2022090010,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EC-530WI3,1C642K365,2017-03-01 00:00:00,2018-03-01 00:00:00,2022-09-07 13:15:18,2022-09-07 16:03:38,,,Nặng,Other,,,Completed,Cancel,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-10-03 17:55:28.562000,2022-09-30 18:02:59
FMSV2022100031,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EB-530S,1B083K115,2020-06-01 00:00:00,2021-06-01 00:00:00,2022-10-11 10:53:00,2022-10-11 15:50:05,2022-10-11 13:51:24,2022-10-12 08:55:10,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2022-10-20 11:25:52.442000,2022-10-17 10:03:05
FMSV2022080007,Vinmec Times City International Hospital,FMSV00315,,EC-760ZP-V/L,4C731K032,2019-09-15 00:00:00,2020-09-15 00:00:00,2022-08-04 10:44:17,2022-08-09 16:39:24,2022-10-05 15:39:06,2022-10-07 14:17:28,Nặng,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2022-10-25 17:02:00.895000,2022-10-24 10:41:46
FMSV2022100037,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EG-720R,JG402K330,,2023-10-10 00:00:00,2022-10-12 15:50:34,2022-10-12 17:00:28,2022-10-12 15:01:32,2022-10-14 09:50:20,Khác,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2022-10-25 17:02:46.850000,2022-10-25 12:48:22
FMSV2022100038,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EC-720R/I,1C741K089,2019-04-09 00:00:00,2020-04-09 00:00:00,2022-10-12 15:52:09,2022-10-12 16:57:54,2022-10-12 14:58:27,2022-10-14 09:50:48,Khác,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2022-10-27 11:24:52.291000,2022-10-26 18:41:24
FMSV2022070019,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,2G391K002,2016-05-18 00:00:00,,2022-07-07 12:57:08,2022-07-15 13:13:30,,,Nặng,Other,,,Completed,Cancel,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-10-31 12:28:23.289000,2022-10-28 15:44:39
FMSV2022100064,Bach Mai Hospital,FMSV00038,,EG-600WR,8G391K377,2021-08-06 00:00:00,2022-08-12 00:00:00,2022-10-24 12:48:46,2022-10-24 12:52:16,2022-10-24 10:53:10,2022-10-28 09:35:05,Nặng,Other,,WTY-FFVN-2206018,Completed,Approval,Đang giao hàng,7.0,0.5,2022-11-03 12:25:13.268000,2022-11-02 17:03:22
FMSV2022080033,Bac Giang Hospital,FMSV00062,,EG-530WR,1G361K023,2015-07-02 00:00:00,2016-07-01 00:00:00,2022-08-16 17:59:53,2022-08-17 15:54:49,,,Nặng,Other,,,Completed,Cancel,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-11-22 13:28:38.001000,2022-11-17 19:37:53
FMSV2022110012,HUE Central Hospital,FMSV00034,,SU-1-H,1V618K049,2017-01-23 00:00:00,2018-01-23 00:00:00,2022-11-07 19:26:47,2022-11-07 19:27:52,2022-11-07 17:28:51,2022-11-10 17:32:04,Khác,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2022-11-22 13:32:27.234000,2022-11-18 17:23:01
FMSV2022090060,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EC-720R/I,1C741K051,2019-02-26 00:00:00,2020-02-26 00:00:00,2022-09-28 11:15:43,2022-10-05 17:53:36,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-11-29 11:47:18.492000,2022-11-26 11:43:44
FMSV2022100023,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EG-740N,1G399K080,2019-01-01 00:00:00,2020-01-01 00:00:00,2022-10-07 11:15:02,2022-10-19 17:56:13,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-11-29 11:47:27.299000,2022-11-26 11:47:39
FMSV2022110008,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EC-530FI,1C653K511,2019-12-06 00:00:00,2020-12-06 00:00:00,2022-11-07 12:39:33,2022-11-08 15:36:36,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-11-29 11:48:00.227000,2022-11-26 11:43:59
FMSV2022120001,"FUJIFILM Vietnam Co., Ltd.",FMSV,,ER-530S2,2Y196K018,2021-03-01 00:00:00,2022-03-01 00:00:00,2022-12-01 14:18:38,2022-12-05 18:01:16,,,Nhẹ,Other,,,Completed,Inspection,Đang giao hàng,7.0,0.0,2022-12-08 16:11:39.149000,2022-12-06 10:33:42
FMSV2022120021,"FUJIFILM Vietnam Co., Ltd.",FMSV,,XL-4450,1S094A418,2011-12-23 00:00:00,2012-12-22 00:00:00,2022-12-08 14:11:04,2022-12-08 14:12:32,2022-12-08 12:13:42,2022-12-09 08:16:17,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2022-12-12 12:17:03.346000,2022-12-12 10:07:29
FMSV2022090009,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,7G391K093,2019-12-26 00:00:00,2020-12-26 00:00:00,2022-09-07 12:58:41,2022-09-09 12:42:35,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-12-22 16:06:40.637000,2022-12-20 10:59:13
FMSV2022090012,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,7G391K048,2020-01-11 00:00:00,2021-01-11 00:00:00,2022-09-08 13:03:44,2022-09-09 16:36:26,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2022-12-22 16:06:59.869000,2022-12-20 11:00:02
FMSV2022100005,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EC-530FI,1C653K505,2019-12-06 00:00:00,2020-12-06 00:00:00,2022-10-04 20:44:03,2022-10-04 20:52:33,2022-12-23 14:32:00,2022-12-26 17:26:04,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-03 16:27:57.542000,2022-12-29 17:20:13
FMSV2022120046,Bach Mai Hospital,FMSV00038,,JW-2,RW599A470,2014-07-29 00:00:00,,2022-12-14 15:13:08,2022-12-16 18:07:52,2022-12-22 08:47:36,2022-12-22 16:49:49,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-03 16:30:41.361000,2022-12-29 18:01:19
FMSV2022120056,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EC-760R-V/I,4C728K103,2022-12-14 00:00:00,2023-12-14 00:00:00,2022-12-14 18:33:35,2022-12-23 16:23:17,2022-12-26 17:37:37,2022-12-27 17:40:44,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-03 16:30:49.386000,2022-12-30 00:40:56
FMSV2022120074,NGHIA HUNG HOSPITAL,FMSV00420,,EPX-2500(230V),1V564K426,,2018-09-11 00:00:00,2022-12-22 12:44:56,2022-12-22 12:46:26,2022-12-22 10:47:58,2022-12-27 14:47:30,Khác,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-03 16:33:22.897000,2022-12-29 18:05:58
FMSV2022120075,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,9G391K099,2021-12-03 00:00:00,2022-12-03 00:00:00,2022-12-23 17:59:28,2022-12-23 18:05:09,2022-12-23 16:05:42,2022-12-28 10:56:43,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-03 16:33:38.950000,2022-12-30 00:41:20
FMSV2022120083,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EC-600WL,1C692K147,2014-10-12 00:00:00,2015-10-11 00:00:00,2022-12-23 17:30:38,2022-12-26 19:06:36,2022-12-26 17:07:04,2022-12-28 10:14:41,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-03 16:34:32.557000,2022-12-30 00:42:36
FMSV2022120091,Nghe An Friendship General Hospital,FMSV00129,,VP-3500,2V609K074,2017-02-22 00:00:00,2018-02-22 00:00:00,2022-12-26 13:52:18,2022-12-26 13:52:59,2022-12-26 11:59:13,2022-12-28 10:42:22,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-03 16:35:02.490000,2022-12-30 00:45:18
FMSV2022120099,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,9G391K103,2021-12-03 00:00:00,2022-12-03 00:00:00,2022-12-26 18:08:48,2022-12-29 12:09:58,2022-12-29 10:10:39,2022-12-29 16:00:24,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-03 16:35:25.300000,2022-12-30 00:47:08
FMSV2022120101,Nghe An Friendship General Hospital,FMSV00129,,VP-3500,2V609K076,2017-02-22 00:00:00,2018-02-22 00:00:00,2022-12-28 13:30:12,2022-12-28 13:35:15,2022-12-28 11:37:48,2022-12-29 16:00:03,Khác,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-03 16:35:35.524000,2022-12-30 00:47:24
FMSV2022120104,MINH DUC HOSPITAL,FMSV00016,,VP-7000,6V644K271,2022-06-15 00:00:00,2023-06-15 00:00:00,2022-12-28 18:46:23,2022-12-28 18:55:45,2022-12-28 16:59:04,2022-12-28 17:09:28,Khác,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-03 16:35:50.803000,2022-12-28 19:11:32
FMSV2022120089,"FUJIFILM Vietnam Co., Ltd.",FMSV,,EC-590WI,4C607A015,2013-09-30 00:00:00,2014-09-30 00:00:00,2022-12-23 17:41:00,2022-12-29 18:43:18,2023-01-05 10:17:48,2023-01-06 08:48:26,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-09 14:33:01.568000,2023-01-06 15:39:49
FMSV2022120093,Ha Dong General Hospital,FMSV00208,,EG-600WR,5G391K026,2019-09-05 00:00:00,2020-09-05 00:00:00,2022-12-26 17:52:50,2022-12-29 18:32:55,2022-12-29 16:33:28,2023-01-06 08:48:41,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-09 14:33:25.688000,2023-01-06 15:40:39
FMSV2022120094,Ha Dong General Hospital,FMSV00208,,EC-530WI3,4C642K022,2019-09-05 00:00:00,2020-09-05 00:00:00,2022-12-26 17:53:42,2022-12-28 19:09:18,2022-12-28 17:09:41,2023-01-06 08:48:57,Nhẹ,Other,,,Completed,Approval,Đang giao hàng,7.0,0.0,2023-01-09 14:33:37.282000,2023-01-06 15:41:45
FMSV2022090057,Hanoi Medical University Hospital,FMSV00079,,EC-600WI,1C692K467,2016-06-06 00:00:00,2017-06-06 00:00:00,2022-09-28 11:11:02,2022-09-29 16:42:24,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-01-12 18:23:30.556000,2023-01-12 17:51:45
FMSV2022090058,Hanoi Medical University Hospital,FMSV00079,,EG-600WR,4G391K115,2019-01-01 00:00:00,2020-01-01 00:00:00,2022-09-28 11:12:26,2022-09-29 17:09:05,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-01-12 18:23:42.647000,2023-01-12 17:50:54
FMSV2022090061,Bach Mai Hospital,FMSV00038,,EG-600WR V2,2G391K305,2016-10-21 00:00:00,2017-10-21 00:00:00,2022-09-28 11:20:02,2022-10-03 11:53:17,,,Nặng,Other,,,Completed,Decline,Chờ xác nhận (quá 3 tháng),9.0,0.0,2023-01-12 18:23:56.797000,2023-01-12 17:52:37
