rma,part_no,part_description,vie_name
FMSV2022120022,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2022120022,56B11069912,BELT,dây đai
FMSV2022120022,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2022120023,342A1266008F,BSA-C666A,Bộ phận uốn cong
FMSV2022120023,68B1207810A,RUBBER FOR BSA,Vỏ cao su
FMSV2022120023,68A1265571H,FSA-C643AH / 9.3,Vỏ ống luồn
FMSV2022120023,23B11190171,ISA RING2,Vòng sắt
FMSV2022120023,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022120023,68A1192819A,FCT-C308A,Kênh sinh thiết
FMSV2022120023,068B1140782A,FCT RING,Vòng sắt
FMSV2022120023,68B12541740,AIR WATER TUBE ROHS,Kênh khí nước
FMSV2022120023,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2022120023,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2022120023,54A3792370,NUT ASSY,Đai ốc (đồng)
FMSV2022120023,121A1021173D,RC SWITCH,Nút nhấn
FMSV2022120023,57A1021321A,SW CAP,Vỏ nút nhấn
FMSV2022120023,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022120023,343A1331621D,VIDEO CONNECTOR ASS’Y,Bộ phận kết nối tín hiệu
FMSV2022120023,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2022120023,56B11069912,BELT,dây đai
FMSV2022120026,68B12541740,AIR WATER TUBE ROHS,Kênh khí nước
FMSV2022120026,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2022120026,57B12730420,DISTAL END CAP ROHS,Nắp nhựa
FMSV2022120026,68A1273039B,NOZZLE ROHS,Vòi phun
FMSV2022120026,68A1265571G,FSA-C643AH / 9.3,Vỏ ống luồn
FMSV2022120026,23B11190171,ISA RING2,Vòng sắt
FMSV2022120026,60B10404180,O-RING,Vòng cao su
FMSV2022120026,23B10404170,FSA RING,Vòng sắt
FMSV2022120026,343A1331621D,VIDEO CONNECTOR ASS’Y,Bộ phận kết nối tín hiệu
FMSV2022120026,57A1235205A,AIRTIGHT CAP ROHS,Nắp chống nước
FMSV2022120026,056B11069912,BELT,dây đai
FMSV2022120026,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2022120026,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120026,68B1207810A,RUBBER FOR BSA,Vỏ cao su
FMSV2022120026,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022120026,342A1266008F,BSA-C666A,Bộ phận uốn cong
FMSV2022120027,68A1304877A,FCT-C692A,Kênh sinh thiết
FMSV2022120027,68B1235415A,FCT RING,Vòng sắt
FMSV2022120027,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2022120027,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2022120027,317Y200048_,CAP(New　DTA),Nắp nhựa
FMSV2022120027,371Y200047_,Nozzle,Vòi phun
FMSV2022120027,68A1295935A,FLEXIBLE SECTION ASSY,Vỏ ống luồn
FMSV2022120027,23B8087081,ISA RING 2,Vòng sắt
FMSV2022120027,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022120027,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120027,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2022120027,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2022120027,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022120027,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2022120027,56B11069912,BELT,dây đai
FMSV2022120027,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2022120027,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2022120028,820Y200295E,INSERTING SECTION,Bộ phận thân ống soi
FMSV2022120028,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022120028,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120028,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2022120031,343A13050790,ISA-G201A-6(AT/WT),Bộ phận thân ống soi
FMSV2022120031,350Y120228A,RUBBER CONE SET,Tay nắm cao su
FMSV2022120031,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022120031,343A1331615E,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2022120031,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2022120031,56B11069912,BELT,dây đai
FMSV2022120031,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022120031,54A3792370,NUT ASSY,Đai ốc (đồng)
FMSV2022120032,820Y120202D,ISA-G246A,Bộ phận thân ống soi
FMSV2022120032,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022120032,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120032,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022120032,343A1331621D,VIDEO CONNECTOR ASS’Y,Bộ phận kết nối tín hiệu
FMSV2022120032,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2022120032,56B11069912,BELT,dây đai
FMSV2022120032,10A1337010B,LG CONNECTOR,Đầu kết nối
FMSV2022120032,350Y120228A,RUBBER CONE SET,Tay nắm cao su
FMSV2022120033,820Y120202D,ISA-G246A,Bộ phận thân ống soi
FMSV2022120033,343A1331621D,VIDEO CONNECTOR ASS’Y,Bộ phận kết nối tín hiệu
FMSV2022120033,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022120033,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022120033,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120033,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2022120033,56B11069912,BELT,dây đai
FMSV2022120035,342A1295820E,BSA  G391A,
FMSV2022120035,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022120035,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120035,68A1296102E,FSA-G391A,Vỏ ống luồn
FMSV2022120035,23B1276136A,ISA RING 2,Vòng sắt
FMSV2022120035,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022120035,68B989926A,RBS-G181A,Vỏ cao su
FMSV2022120035,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022120035,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2022120035,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2022120035,56B11069912,BELT,dây đai
FMSV2022120035,371Y200079_,NOZZLE,Vòi phun
FMSV2022120035,317Y200047_,CAP,Nắp nhựa
FMSV2022120036,820Y120202D,ISA-G246A,Bộ phận thân ống soi
FMSV2022120036,56B11069912,BELT,dây đai
FMSV2022120036,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022120036,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120038,57B12733300,CAP,Nắp nhựa
FMSV2022120038,371Y200052_,NOZZLE,Vòi phun
FMSV2022120038,370Y200590_,AW TUBE ASS''Y,Kênh khí nước
FMSV2022120038,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2022120038,10A12241960,CHA-C308A,Đầu thu hình
FMSV2022120038,23B8087081,ISA RING 2,Vòng sắt
FMSV2022120038,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022120038,68A12515180,FSA-C642AH / 9.3,Vỏ ống luồn
FMSV2022120038,342A1251556A,BSA-C642A,Bộ phận uốn cong
FMSV2022120038,68B1207810A,RUBBER FOR BSA,Vỏ cao su
FMSV2022120038,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2022120038,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120039,858Y200031D,VCA,Bộ phận kết nối tín hiệu
FMSV2022120039,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022120042,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2022120042,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120042,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2022120042,16A1327739D,LR LOCK KNOB,Khóa điều khiển
FMSV2022120042,370Y200639D,ISA-C692A,Bộ phận thân ống soi
FMSV2022120043,23B1276136A,ISA RING 2,Vòng sắt
FMSV2022120043,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022120043,68A1296102E,FSA-G391A,Vỏ ống luồn
FMSV2022120043,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022120043,370N200328_,RBS-G412A,Vỏ cao su
FMSV2022120044,23B1021211A,ISA RING 2,Vòng sắt
FMSV2022120044,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022120044,68A1064597J,FSA-G227A,Vỏ ống luồn
FMSV2022120044,68B10646901,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2022120044,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022120044,343A1331621D,VIDEO CONNECTOR ASS’Y,Bộ phận kết nối tín hiệu
FMSV2022120047,343A1335335A,ISA-C361A,Bộ phận thân ống soi
FMSV2022120047,343A1212241B,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2022120047,343A10322680,LG FLEXIBLE SECTION,Vỏ ống dẫn
FMSV2022120047,42B1289482A,SLEEVE(ANGLE)5 FC675A ROHS,Ống nối (đồng)
FMSV2022120047,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120048,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2022120048,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2022120048,68A1295935A,FLEXIBLE SECTION ASSY,Vỏ ống luồn
FMSV2022120048,23B8087081,ISA RING 2,Vòng sắt
FMSV2022120048,60B10404180,O-RING,Vòng cao su
FMSV2022120048,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022120048,120M200201T_,SCREW,Ốc vít
FMSV2022120048,68B1235415A,FCT RING,Vòng sắt
FMSV2022120048,68A1304877A,FCT-C692A,Kênh sinh thiết
FMSV2022120048,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2022120048,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2022120048,338Y130037A,COVER PLATE,Vỏ nhựa
FMSV2022120048,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2022120048,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120050,370Y200577A,FCT-G76D,Kênh sinh thiết
FMSV2022120050,68B12541530,FCT RING,Vòng sắt
FMSV2022120050,370Y200600_,AIR TUBE,Kênh khí
FMSV2022120050,370Y200595_,WATER TUBE,Kênh nước
FMSV2022120050,317N120038B,CAP(NEW DTA),Nắp nhựa
FMSV2022120050,371Y200046_,NOZZLE,Vòi phun
FMSV2022120050,68A1064597J,FSA-G227A,Vỏ ống luồn
FMSV2022120050,23B1021211A,ISA RING 2,Vòng sắt
FMSV2022120050,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022120050,342A1064584G,BSA-G227A,Bộ phận uốn cong
FMSV2022120050,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022120050,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120050,68B10646901,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2022120050,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022120050,343A1331621D,VIDEO CONNECTOR ASS’Y,Bộ phận kết nối tín hiệu
FMSV2022120050,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2022120050,56B11069912,BELT,dây đai
FMSV2022120051,113Y120182S,Patient PCB,Bo mạch giao tiếp
FMSV2022120052,113Y200042C,MAIN PCB,Bo mạch chính
FMSV2022120052,142K1294530,HEAT SINK ASSY,Bộ tản nhiệt
FMSV2022120053,343A13050790,ISA-G201A-6(AT/WT),Bộ phận thân ống soi
FMSV2022120053,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022120053,343A1331615E,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2022120053,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022120053,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120054,28A1259770C,IRIS ASSY,Bộ điều khiển ánh sáng
FMSV2022120055,820Y120202D,ISA-G246A,Bộ phận thân ống soi
FMSV2022120055,343A1331621D,VIDEO CONNECTOR ASS’Y,Bộ phận kết nối tín hiệu
FMSV2022120055,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022120055,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2022120055,56B11069912,BELT,dây đai
FMSV2022120055,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022120055,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120056,375N100282A,O RING W2,Vòng cao su
FMSV2022120057,343N130105B,Bottle Holder,Giá đỡ bình nước
FMSV2022120057,28A1259770C,IRIS ASSY,Bộ điều khiển ánh sáng
FMSV2022120058,848Y200139B,CHA-C746A,Đầu thu hình
FMSV2022120058,385N200076B,RBS,Vỏ cao su
FMSV2022120058,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2022120058,350N120376_,COVER L,Vòng cao su
FMSV2022120061,820Y120202D,ISA-G246A,Bộ phận thân ống soi
FMSV2022120061,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022120061,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120061,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022120061,343A1331621D,VIDEO CONNECTOR ASS’Y,Bộ phận kết nối tín hiệu
FMSV2022120061,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2022120061,56B11069912,BELT,dây đai
FMSV2022120062,820Y120202D,ISA-G246A,Bộ phận thân ống soi
FMSV2022120062,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022120062,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120062,42B12891190,SLIDE SLEEVE,Ống nối
FMSV2022120063,371Y200046_,NOZZLE,Vòi phun
FMSV2022120063,317N120038B,CAP(NEW DTA),Nắp nhựa
FMSV2022120063,7A1069949B,LGB-G227A,Dây dẫn sáng
FMSV2022120063,370Y200577A,FCT-G76D,Kênh sinh thiết
FMSV2022120063,68B12541530,FCT RING,Vòng sắt
FMSV2022120063,370Y200600_,AIR TUBE,Kênh khí
FMSV2022120063,370Y200595_,WATER TUBE,Kênh nước
FMSV2022120063,342A1064584G,BSA-G227A,Bộ phận uốn cong
FMSV2022120063,68B10646901,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2022120063,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022120063,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120065,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022120065,54A3792370,NUT ASSY,Đai ốc (đồng)
FMSV2022120065,820Y120202D,ISA-G246A,Bộ phận thân ống soi
FMSV2022120065,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022120065,343A1331621D,VIDEO CONNECTOR ASS’Y,Bộ phận kết nối tín hiệu
FMSV2022120074,319A1188049L,LAMP POWER SUPPLY,Bộ nguồn
FMSV2022120081,342A1295820E,BSA  G391A,
FMSV2022120081,68B989926A,RBS-G181A,Vỏ cao su
FMSV2022120081,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022120081,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120081,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022120081,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2022120081,68B12541530,FCT RING,Vòng sắt
FMSV2022120081,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2022120081,68B1318113A,J TUBE,Kênh nước phụ
FMSV2022120082,42B12891190,SLIDE SLEEVE,Ống nối
FMSV2022120082,121A1327224H,MM SWITCH,Nút nhấn
FMSV2022120084,7A1296088B,LG-G391A,Dây dẫn sáng
FMSV2022120084,68B989926A,RBS-G181A,Vỏ cao su
FMSV2022120084,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022120084,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2022120084,56B11069912,BELT,dây đai
FMSV2022120084,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2022120085,370Y200989B,FCT-D126A,Kênh sinh thiết
FMSV2022120085,369N130049A,FCT RING,Vòng sắt
FMSV2022120085,388Y200073A,ELEVATOR PIPE ASSY,Ống bảo vệ cáp nâng
FMSV2022120085,370Y200313_,A/W TUBE,Kênh khí nước
FMSV2022120085,385N130001B,RBS-D126A,Vỏ cao su
FMSV2022120087,68A1295935A,FLEXIBLE SECTION ASSY,Vỏ ống luồn
FMSV2022120087,23B8087081,ISA RING 2,Vòng sắt
FMSV2022120087,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022120087,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2022120087,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022120088,68B1235415A,FCT RING,Vòng sắt
FMSV2022120088,68A1304877A,FCT-C692A,Kênh sinh thiết
FMSV2022120088,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2022120088,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2022120088,848Y200213B,CHA-C688A,Đầu thu hình
FMSV2022120088,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2022120088,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2022120088,56A1082711A,WIRE ASSY,Dây cáp (thép)
FMSV2022120088,42B12891190,SLIDE SLEEVE,Ống nối
FMSV2022120088,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022120088,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2022120088,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120089,360Y200090A,MAIN COVER,Vỏ nhựa
FMSV2022120091,113Y200362_,DDC PCB,Bo nguồn cách ly
FMSV2022120100,7A1295890D,LG FC692A ROHS,Dây dẫn sáng
FMSV2022120100,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2022120100,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2022120100,23B8087081,ISA RING 2,Vòng sắt
FMSV2022120100,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022120100,68A1295935A,FLEXIBLE SECTION ASSY,Vỏ ống luồn
FMSV2022120100,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2022120100,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120100,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022120100,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2022120100,30A1335314A,LG PROBE2,Ống dẫn sáng
FMSV2022120101,113Y200362_,DDC PCB,Bo nguồn cách ly
FMSV2022120106,342A1295820E,BSA  G391A,
FMSV2022120106,68B989926A,RBS-G181A,Vỏ cao su
FMSV2022120106,68A1296102E,FSA-G391A,Vỏ ống luồn
FMSV2022120106,23B1276136A,ISA RING 2,Vòng sắt
FMSV2022120106,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022120106,68B12541530,FCT RING,Vòng sắt
FMSV2022120106,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2022120106,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2022120106,68B1318113A,J TUBE,Kênh nước phụ
FMSV2022120106,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022120106,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023010001,113Y200042C,MAIN PCB,Bo mạch chính
FMSV2023010001,142K1294530,HEAT SINK ASSY,Bộ tản nhiệt
FMSV2023010001,104K129151G,POWER SUPPLY FV567A       ROHS,
FMSV2023010004,113Y200042C,MAIN PCB,Bo mạch chính
FMSV2023010004,142K1294530,HEAT SINK ASSY,Bộ tản nhiệt
FMSV2023010006,342A1295820E,BSA  G391A,
FMSV2023010006,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023010006,68B12541530,FCT RING,Vòng sắt
FMSV2023010006,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023010006,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023010006,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023010006,371Y200079_,NOZZLE,Vòi phun
FMSV2023010006,317Y200047_,CAP,Nắp nhựa
FMSV2023010006,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023010006,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023010007,342A1295820E,BSA  G391A,
FMSV2023010007,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023010007,68B12541530,FCT RING,Vòng sắt
FMSV2023010007,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023010007,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023010007,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023010007,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023010007,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023010007,56B11069912,BELT,dây đai
FMSV2023010008,342A1295820E,BSA  G391A,
FMSV2023010008,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023010008,68B12541530,FCT RING,Vòng sắt
FMSV2023010008,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023010008,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023010008,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023010008,7A1296088B,LG-G391A,Dây dẫn sáng
FMSV2023010008,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023010008,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023010008,56B11069912,BELT,dây đai
FMSV2023010009,10A1335581A,CHA-G246A ROHS,Đầu thu hình
FMSV2023010009,370Y200577A,FCT-G76D,Kênh sinh thiết
FMSV2023010009,68B12541530,FCT RING,Vòng sắt
FMSV2023010009,370Y200600_,AIR TUBE,Kênh khí
FMSV2023010009,370Y200595_,WATER TUBE,Kênh nước
FMSV2023010009,317N120028A,CAP(OLD DTA),Nắp nhựa
FMSV2023010009,371Y200046_,NOZZLE,Vòi phun
FMSV2023010009,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023010009,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023010009,56B11069912,BELT,dây đai
FMSV2023010009,12A1331927C,LG CASE ASS'Y,Nắp chụp
FMSV2023010009,342A1064584G,BSA-G227A,Bộ phận uốn cong
FMSV2023010009,68B10646901,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023010018,343A13050790,ISA-G201A-6(AT/WT),Bộ phận thân ống soi
FMSV2023010018,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023010018,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023010018,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023010018,343A1331615E,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023010021,113Y200362_,DDC PCB,Bo nguồn cách ly
FMSV2023010023,68B1235415A,FCT RING,Vòng sắt
FMSV2023010023,68A1304877A,FCT-C692A,Kênh sinh thiết
FMSV2023010023,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2023010023,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2023010023,848Y200213B,CHA-C688A,Đầu thu hình
FMSV2023010023,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023010026,10A1304570J,CHA-G391A,Đầu thu hình
FMSV2023010026,68B12541530,FCT RING,Vòng sắt
FMSV2023010026,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023010026,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023010026,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023010026,317Y200047_,CAP,Nắp nhựa
FMSV2023010026,371Y200079_,NOZZLE,Vòi phun
FMSV2023010026,342A1295820E,BSA  G391A,
FMSV2023010026,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023010026,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023010026,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023010026,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023010026,56B11069912,BELT,dây đai
FMSV2023010043,370Y200213_,FCT-G391AH,Kênh sinh thiết
FMSV2023010043,68B12541530,FCT RING,Vòng sắt
FMSV2023010043,68A1336784A,A/W TUBE,Kênh khí nước
FMSV2023010043,68A1336787A,J TUBE,Kênh nước phụ
FMSV2023010043,7A1334515C,LGB-G402,Dây dẫn sáng
FMSV2023010043,317Y200127B,CAP,Nắp nhựa
FMSV2023010043,371Y200015_,NOZZLE,Vòi phun
FMSV2023010043,830Y200633B,BSA-G400A,Bộ phận uốn cong
FMSV2023010043,347N120259_,ROUND CORNER SLEEVE,Ống nối (đồng)
FMSV2023010043,369N100226D,WIRE SLEEVE,Ống nối (đồng)
FMSV2023010043,350N102482C,FCTINLET COVER RUBBER,Vòng cao su
FMSV2023010043,347N100996C,HANGING SLEEVE,Ống nối (đồng)
FMSV2023010043,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023020001,820Y200295E,INSERTING SECTION,Bộ phận thân ống soi
FMSV2023020001,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023020001,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023020002,371Y200030A,NOZZLE,Vòi phun
FMSV2023020002,317Y130072A,CAP-G412A,Nắp nhựa
FMSV2023020002,369N200256B,FCT RING,Vòng sắt
FMSV2023020002,370Y200618B,FCT-G412A,Kênh sinh thiết
FMSV2023020002,370Y200620A,AWT-G412A,Kênh khí nước
FMSV2023020002,830Y200192E,BSA-G412A,Bộ phận uốn cong
FMSV2023020002,370Y200247B,FSA-G412A,Vỏ ống luồn
FMSV2023020002,370N200328_,RBS-G412A,Vỏ cao su
FMSV2023020002,347N130337_,HANGING SLEEVE,Ống nối (đồng)
FMSV2023020003,343A13353340,ISA-C380A,Bộ phận thân ống soi
FMSV2023020003,350Y120228A,RUBBER CONE SET,Tay nắm cao su
FMSV2023020003,42B1289482A,SLEEVE(ANGLE)5 FC675A ROHS,Ống nối (đồng)
FMSV2023020003,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023020003,343A10322680,LG FLEXIBLE SECTION,Vỏ ống dẫn
FMSV2023020003,343A1212241B,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023020005,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
